2.940207519531250000e+02 2.850308227539062500e+02 0.000000000000000000e+00
2.933192749023437500e+02 2.850339355468750000e+02 -8.898774161934852600e-03
2.926178588867187500e+02 2.850433044433593750e+02 -1.779754832386970520e-02
2.919165344238281250e+02 2.850588989257812500e+02 -2.669632248580455780e-02
2.912153930664062500e+02 2.850807495117187500e+02 -3.559509664773941040e-02
2.905144653320312500e+02 2.851088256835937500e+02 -4.449386894702911377e-02
2.898138122558593750e+02 2.851431579589843750e+02 -5.339264124631881714e-02
2.891134948730468750e+02 2.851837158203125000e+02 -6.229141354560852051e-02
2.884135742187500000e+02 2.852304992675781250e+02 -7.119018584489822388e-02
2.877140808105468750e+02 2.852835083007812500e+02 -8.008895814418792725e-02
2.870151062011718750e+02 2.853427429199218750e+02 -8.898773044347763062e-02
2.863166809082031250e+02 2.854082031250000000e+02 -9.788650274276733398e-02
2.856188659667968750e+02 2.854798583984375000e+02 -1.067852750420570374e-01
2.849217224121093750e+02 2.855577392578125000e+02 -1.156840473413467407e-01
2.842252807617187500e+02 2.856418151855468750e+02 -1.245828196406364441e-01
2.835296325683593750e+02 2.857320861816406250e+02 -1.334815919399261475e-01
2.828348083496093750e+02 2.858285522460937500e+02 -1.423803716897964478e-01
2.821408691406250000e+02 2.859311828613281250e+02 -1.512791514396667480e-01
2.814478759765625000e+02 2.860399780273437500e+02 -1.601779311895370483e-01
2.807558593750000000e+02 2.861549377441406250e+02 -1.690767109394073486e-01
2.800649108886718750e+02 2.862760620117187500e+02 -1.779754906892776489e-01
2.793750610351562500e+02 2.864033203125000000e+02 -1.868742704391479492e-01
2.786863708496093750e+02 2.865367126464843750e+02 -1.957730501890182495e-01
2.779989013671875000e+02 2.866762390136718750e+02 -2.046718299388885498e-01
2.773126831054687500e+02 2.868218688964843750e+02 -2.135706096887588501e-01
2.766278076171875000e+02 2.869736022949218750e+02 -2.224693894386291504e-01
2.759443054199218750e+02 2.871314086914062500e+02 -2.313681691884994507e-01
2.752622375488281250e+02 2.872953186035156250e+02 -2.402669489383697510e-01
