-1.315539917508147916e+00 -9.118442253399394737e-01 6.967791022944496149e-01 -1.658307581812533238e+00 -1.651742384951701448e+00 -1.261539196296320053e+00 -1.012802730827004893e-01
1.121959591360877084e+00 1.676613631881029853e+00 6.430561855957255268e-01 3.477680189848526560e-01 5.169311543208161552e-01 2.077748584036220869e+00 -1.201498724377364713e+00
1.165347280563303833e+00 7.103550896744001975e-01 1.015162487443632244e+00 -1.169591043406672526e+00 -1.927989016574235492e+00 1.557783495396659390e+00 -1.744631782117546770e+00
-2.351468051252798563e-01 -9.462497032539469721e-01 2.021243838062106057e+00 -2.052793179021588976e+00 -1.944276103369335651e+00 -1.514610022836577086e+00 8.045194855096746700e-01
-4.802632671817017584e-01 -1.072919134651997730e+00 -1.890914640937602087e-02 -1.015566927368001693e+00 1.943307402793235994e+00 -4.183337912966245131e-01 -2.650163708870991286e+00
-1.898540721712399071e+00 7.401285312969125840e-01 -2.015172466990762246e-01 1.188486711405727814e+00 -5.361302386992816693e-01 5.063847746847205400e-02 -2.324349890743072411e+00
1.464014587969318715e+00 9.293292113758639950e-01 -1.944227975464716707e+00 -5.815279820889389661e-01 -6.381098308787391815e-01 6.356552152028029923e-01 2.895305379809962165e+00
-1.958185795132525220e+00 -1.403731917608995516e+00 1.388523738541805663e+00 -1.574869165984469799e+00 4.690269285800408028e-02 -1.542912401213617724e+00 -1.255807185878136556e+00
-1.711191185708571538e+00 -9.839391955429708236e-01 -2.597810250503112428e+00 -1.731286435236990773e+00 2.905707089178171110e+00 -2.045037921794211844e+00 -6.111445979047420707e-01
8.907902495896791173e-01 1.280392634361787074e+00 -2.887398498056014784e+00 1.674626583940455049e-01 -2.577580058751416381e-01 1.746698920943571487e+00 2.817212976109092271e+00
-1.145550253943186991e+00 7.124227544349310826e-01 -1.527967009230941198e+00 1.014455014938011601e-01 -1.726472875073607138e+00 1.184897555290735482e+00 2.426870314129546014e+00
1.058568304079617661e+00 -1.795720999384056604e+00 2.942676156969123547e+00 -1.307034980737389995e+00 2.468204961477844073e+00 -1.533345189341630999e+00 2.690590112774162712e-01
1.537434823949205942e+00 1.211872233964855994e+00 -8.557403864458028586e-01 -2.042820742865412154e+00 -2.855195137327111610e+00 -1.607443554789070639e+00 6.600645760591388189e-01
-1.352174209210081024e+00 -3.799847618616412070e-01 8.212195718312833570e-01 -8.308566000367230142e-01 -2.127557654946897081e+00 1.678531037696325168e+00 2.618888568798607430e-01
-1.696930125524121813e+00 -6.324112595449331575e-01 -6.700507263803023861e-02 1.085625350054215676e+00 1.916731012154410330e+00 5.058542319307344215e-01 7.441945734871993068e-01
-6.308568607309457121e-01 -1.469511486799025324e+00 -4.735763694723327255e-01 -2.081497510629937153e-02 4.101510435218367334e-01 -8.578628487672546044e-01 1.376902404418990589e+00
-7.579212483320103555e-01 1.709717495310515201e+00 -1.976285353270721412e+00 -3.998551893412070068e-01 -9.153645561445000745e-01 -1.581001012551579432e+00 2.576066612236544540e+00
1.444209397179795129e+00 -3.365688571863112433e-01 1.481349534401313228e+00 -4.514270600774008546e-01 -2.036849236975201372e+00 -7.831558323693235124e-01 -2.025807101537083099e+00
-8.415023150349076886e-02 1.777418068900435966e+00 -2.745327274180064947e-02 -1.155393467120545470e+00 2.178181356542336466e+00 1.688957703476370753e+00 1.441358499855413644e+00
-8.768718372617616552e-01 7.132969090632688136e-01 -7.505529189688142644e-01 -9.985995735739325863e-01 6.312313147602921504e-02 1.521779161948384029e+00 2.288507841489146433e+00
3.362232969600462695e-01 -1.448671759419520200e+00 6.670887460945031933e-01 -6.541934298150429150e-01 -2.188027528998394367e+00 3.822484360866971187e-01 -1.889479093409366151e+00
-1.352822861508945929e+00 -6.605842692569821040e-01 1.923430422135762541e+00 1.687478446780441566e+00 -1.235364416116908837e+00 -1.662453081391465748e+00 1.263589767985828782e+00
-1.780043195673492562e+00 -8.381203852352778760e-01 1.896340951703276545e+00 -6.454667038932586642e-01 -1.911626395046990945e+00 -1.862497599607578325e+00 2.944722964083083649e+00
1.057108602416897636e+00 1.275458930297424853e+00 -1.300588093586371397e+00 7.040093069680404270e-01 -4.319080806559809638e-01 -2.042464230416817905e+00 2.641464543641526053e+00
-1.622865814677403762e+00 -1.457057848785448417e+00 1.904142818974998264e+00 2.460181271418226956e-01 -8.048508975824599787e-01 -1.736763320522131782e+00 -1.163705754533827408e+00
6.874978669349762761e-01 -1.516461048807301815e+00 1.875976565669264851e+00 -1.429969700516222186e+00 -1.958414145778672344e+00 2.871474614208846532e-01 8.070684934561471735e-01
-1.627961209070311499e+00 1.707067462209344910e+00 -1.658575726285856922e+00 -1.666781389571925232e-01 2.009629379861839205e+00 -6.158266209454472673e-01 -2.250672497319500032e+00
3.871335737930072796e-01 -1.445525448551623349e+00 2.772739065371183642e-01 -3.958971871641350226e-01 2.449410462368533103e-01 5.170508695601370164e-01 -2.930936327900632410e+00
7.567088053468329356e-01 5.588870708841575663e-01 2.135373540165841355e+00 4.942757137225193276e-01 3.980449886835577544e-01 1.642657005874097909e+00 -1.260236938317242039e+00
1.276649601806227885e+00 1.134741895472624051e-02 1.338000810073682878e+00 -1.497745316375381330e+00 -1.465478085725332669e+00 -1.343980396609717243e+00 -2.189882346614305142e+00
