5.14617e-05 2.87713e-05    0.421585  0.00514617  0.00287713     0.15852 2.08571e-06 9.62988e-08 8.20363e-08 8.20362e-06 9.62989e-06 0.000208571
  -0.935151   -0.279699    0.414019    -1.06547   0.0782562    0.483668  0.00703381 -0.00862339 -0.00522209  -0.0294607  0.00256145   0.0182622
  -0.789411    0.688822    0.508832   -0.774028    0.922506    0.439776 -0.00313008 -0.00876791 -0.00233553  -0.0203765 -0.00658882  0.00334212
   -0.644427     0.567852     0.441662    -0.787346     0.698244     0.516472  -0.00455277  -0.00529496 -0.000302911    -0.019806 -0.000187366  -0.00605946
   2.30517  -0.696549   0.408301   0.675968  -0.563103  -0.790205  0.0546019 0.00727287 0.00101412 0.00880245  0.0196457  0.0186215
 0.00501699   -0.102449    0.456254    0.116503   -0.625708     0.55047  0.00182593 0.000697885  -0.0010841  0.00060668   0.0102731  0.00865747
    -1.60322    -0.540145     0.509701    -0.241117    -0.644886       1.2465   -0.0281459  0.000337714 -0.000542103   0.00725596  -0.00856397   -0.0171034
   -1.61642   -0.387521    0.355868   -0.769607    -0.54821  -0.0952193  -0.0199672  0.00219956  0.00198173  0.00477827   0.0114018 -0.00421675
    1.23822    0.155883    0.514847     1.12924    0.125575     1.26584  0.00965985  0.00459814  0.00294778  -0.0164533 -0.00942075  -0.0151453
  -0.460367    -0.37762    0.504668   -0.944275   -0.874568   0.0126578  0.00290255  0.00153754 0.000283936 0.000456915  0.00210063 -0.00465619
   0.589811     0.29641    0.515329     0.96619     0.35645    0.567387   0.0034852  0.00803544 -0.00301458  -0.0149878   0.0118939  0.00451518
    2.56419   -0.127872    0.510975     1.15048   -0.634463    0.828922   0.0324855  0.00788091  0.00157135   0.0116476 0.000990552   0.0131322
  -0.100172   0.0490092    0.469437   -0.690276    0.432564    0.511957  0.00296913  0.00189624  0.00223819 -0.00103857   0.0172656   0.0118736
  -0.306221    0.168975    0.483696    -1.17189    0.874059    0.618839  0.00350497  0.00268023 0.000784247 -0.00251668  -0.0249052  0.00238699
