300.456 300
329.022 306.194
362.436 277.461
128.429 435.146
409.725 138.423
311.382 300.1
333.875 294.208
345.028 294.537
225.557 151.01
461.625 64.8544
89.1404 163.735
517.054 431.352
406.684 134.281
521.228 411.57
503.683 359.558
445.81 173.719
542.845 344.706
222.372 161.527
519.763 394.183
376.346 269.542
346.647 289.629
219.111 148.04
456.639 62.9194
380.562 301.846
552.68 381.26
453.01 433.548
394.92 315.338
468.881 51.5132
402.502 103.998
524.898 486.082
506.621 363.723
125.636 170.646
120.038 170.656
411.242 233.843
458.019 432.82
104.047 170.279
93.4591 170.824
551.421 351.602
101.597 174.77
495.73 502.702
238.191 117.258
172.648 495.347
75.0174 151.855
70.8547 148.968
385.487 82.0969
385.508 264.119
447.639 71.1618
429.497 194.563
468.515 498.579
528.643 291.911
426.908 135.993
469.446 58.0408
423.78 209.395
417.358 109.558
409.975 130.149
400.559 498.662
521.497 528.046
350.51 293.433
461.391 252.478
316.787 300.247
515.012 441.604
43.0525 108.791
406.858 259.692
450.421 503.463
178.454 492.221
372.018 87.0566
247.262 55.0038
537.343 297.084
450.551 60.9521
63.9075 162.937
428.699 165.835
428.936 160.541
479.757 496.323
541.896 423.957
399.691 126.123
383.258 112.791
374.321 107.325
521.778 398.81
504.56 490.155
43.3395 100.416
516.236 436.293
226.647 466.932
499.369 492.097
260.017 58.9051
486.103 487.632
206.206 169.876
460.81 184.831
219.761 132.96
513.057 372.766
410.635 280.858
420.911 277.97
46.1131 112.753
430.843 52.285
352.16 307.506
270.276 65.4243
492.286 317.704
466.317 224.084
510.155 488.613
394.606 117.188
130.791 440.011
490.057 309.08
551.038 313.467
426.807 141.359
287.678 79.1747
386.998 70.0295
411.895 257.808
287.097 285.723
292.07 287.431
496.189 496
444.474 198.338
45.8473 118.392
507.4 409.647
343.755 86.0993
64.1398 154.235
252.78 96.5701
185.072 499.594
400.871 493.306
495.666 481.745
332.449 299.67
482.755 491.682
384.772 65.4881
37.0803 109.426
487.66 315.409
551.741 413.06
539.496 406.689
327.271 300.654
53.2893 183.644
133.109 444.538
127.787 446.695
39.1135 172.26
211.518 107.848
205.857 108.753
200.411 109.784
523.778 403.417
181.56 266.627
49.598 375.249
123.04 444.602
375.364 325.265
133.65 200.245
192.971 222.93
190.607 215.24
162.865 168.4
513.907 446.692
279.743 286.746
353.688 299.5
399.895 99.1184
423.91 515.981
322.648 295.207
525.254 491.226
541.836 401.063
441.422 170.626
443.578 165.818
524.684 319.683
282.594 78.798
493.196 211.672
37.8283 94.3618
449.614 296.029
380.093 321.746
167.195 165.097
521.188 533.45
533.562 289.873
209.898 115.468
205.232 118.042
536.823 523.289
188.529 220.082
502.365 322.075
464.671 519.986
514.081 318.638
38.7392 177.549
533.819 262.788
538.776 261.746
129.853 175.084
125.116 177.595
528.58 285.737
221.857 194.749
221.952 200.031
533.711 284.578
459.229 58.4985
462.01 53.9976
389.079 62.8229
475.45 177.694
57.2522 144.484
416.246 104.294
415.261 99.336
239.195 94.3495
494.111 521.013
516.151 377.406
503.607 495.242
152.468 241.314
38.1333 114.415
177.386 167.254
185.493 179.818
462.406 309.724
467.599 309.813
547.5 170.007
482.508 274.03
440.226 507.203
464.359 305.073
79.1126 155.326
480.176 316.432
137.984 204.72
427.671 241.22
160.086 234.445
157.14 238.632
413.593 241.196
545.659 391.754
66.343 145.541
401.363 487.96
401.806 482.394
402.241 477.146
428.417 220.557
449.455 182.784
534.885 268.825
456.14 186.776
355.634 292.408
57.9709 332.297
444.623 61.7613
170.509 275.153
547.797 400.242
72.3767 172.011
66.8919 172.126
425.425 175.915
458.068 171.518
533.861 404.561
216.089 485.562
547.523 242.936
398.957 255.347
115.703 384.053
98.1552 325.549
93.1237 327.166
66.097 343.06
61.9063 345.81
57.8669 348.942
53.5559 352.281
431.112 249.564
468.054 530.952
429.315 115.488
428.29 109.76
180.154 189.252
436.385 101.896
437.266 91.3313
418.465 516.884
413.377 518.184
437.116 522.186
432.81 524.743
544.485 220.896
455.708 275.692
142.309 464.101
220.637 340.816
181.069 258.704
476.473 500.151
547.944 409.674
536.328 517.169
476.327 510.596
485.468 203.175
212.064 87.9103
206.613 87.7194
491.299 443.625
305.532 300.032
455.404 224.574
51.2433 189.266
45.9865 189.695
137.272 195.773
405.632 120.392
210.875 172.394
321.853 300.643
225.349 55.036
109.614 171.873
221.835 205.368
429.591 155.361
430.776 285.138
254.551 268.355
312.725 304.961
262.727 274.528
363.458 75.635
490.517 512.248
515.913 366.258
519.602 370.024
474.634 186.661
479.31 183.748
180.537 502.39
548.479 386.345
552.508 389.725
471.174 319.204
475.969 320.711
139.349 175.929
232.291 125.634
443.535 205.5
122.348 182.514
172.885 164.802
552.723 520.877
277.591 78.2249
481.095 257.75
233.202 60.5627
188.362 169.127
184.456 172.343
450.646 235.457
490.857 284.992
403.843 111.212
419.63 206.414
207.97 490.279
481.413 501.163
551.654 479.449
130.037 451.468
132.446 455.96
356.722 286.006
469.467 236.461
252.187 462.873
282.4 69.8062
271.624 70.3667
266.21 70.9551
460.102 222.223
217.859 176.818
