2.980521837727566208e+02 9.004592156055430507e+01
3.833910902086728925e+02 2.785833921389643706e+02
9.745449183807988902e+01 1.649032969912719579e+02
4.074159387694513725e+02 1.071196457407586564e+02
3.189063900327407737e+02 1.464418077416776782e+02
4.611781046392220560e+02 5.534600070387403292e+01
3.983635741933193799e+02 4.639444685541035938e+02
7.401625403250631052e+01 3.061225117230960109e+02
4.804793829461551127e+02 1.181119894040751817e+01
4.024673688219604628e+02 6.375622391900874675e+01
4.183827843801716995e+02 1.765496009534169559e+02
1.532462380392772445e+02 1.225944151685578376e+01
1.550170638612802243e+01 3.193289190399201516e+02
5.457408932415424943e+02 5.347770573479014047e+02
2.805559809660335873e+02 3.783368043091235791e+02
3.201040728868150040e+02 4.196964186501462564e+02
1.723716602784208192e+02 1.434577357055846107e+02
4.027407663734333028e+02 5.097008262422424707e+01
4.778995353398195789e+02 5.183007973824250030e+02
6.915743209437496830e+01 3.260104805223168682e+02
4.396001662875700049e+02 2.508721149635745462e+02
5.747492529620232062e+02 3.202213856405459182e+02
1.380753102523457621e+01 5.780359063430911419e+02
3.482984259748204749e+02 3.264121509535637529e+02
2.817706606326289602e+02 3.709265964505870272e+01
3.201834893897823804e+02 4.220468067686995823e+02
4.145617505700213883e+02 1.613738545309846018e+02
3.319277565256149387e+02 3.152116238479389949e+02
2.730412966341231140e+02 9.698941966548446203e+01
5.976776090754419783e+02 3.062570596091578068e+02
3.908815323657854037e+02 5.483171392840330327e+02
5.136718247022749892e+02 2.532408624262257888e+02
6.346874547552716450e+01 3.236843884065600605e+02
3.781091435884769680e+02 4.206618674325920892e+02
4.350181045981818215e+02 3.181579793975386679e+02
1.829341515316305617e+02 1.265206171384679124e+02
1.547996380932675606e+02 3.807847321843909754e+02
5.251101507690068502e+02 1.012965325097012794e+02
3.878754952797300461e+02 4.509196745457450675e+02
2.025941952313519039e+02 6.342332998597923677e+01
5.634163846940108442e+02 1.479030537199211608e+02
1.677062642310624483e+02 1.373215274412324902e+02
5.329300869151730922e+02 1.786668503345637760e+02
2.125643398098139585e+02 5.279358440374168140e+02
2.573246879613893157e+02 7.989137990574046455e+01
3.223542545814683535e+02 1.317021213680034109e+01
4.120079967504310048e+02 4.041323857044409884e+00
1.282219688714905104e+01 1.231504074669509379e+02
8.770624972147787446e+01 3.455795617010340948e+02
4.186519785904656032e+02 9.519182623372421403e+01
3.333183035153106744e+02 1.517599260861565540e+02
7.178223294816305611e+01 2.260190438743848063e+02
8.221063120604684116e+01 4.765881963878086935e+02
4.158588051836483714e+02 2.186087118389785928e+02
3.879817508495366383e+02 5.110266130353804215e+02
2.973584788421513849e+02 3.101014400687386114e+02
1.432191862350912857e+02 3.556966644045863291e+02
2.575937764081610482e+01 5.059933544869932120e+02
3.574916404778577999e+02 3.431102054195796427e+02
2.458074679144388028e+02 4.185427995946632223e+02
3.763357668595579497e+01 1.667861464068316479e+02
5.732066503603592764e+02 2.120957505909686347e+01
5.791103196475039567e+02 4.139468126628091937e+01
4.382494573084749732e+02 1.173475343183125119e+02
4.690091851130111422e+01 3.962630922386376255e+02
2.639885279578945187e+02 1.019113419941676284e+02
2.068042426160104412e+02 2.629831969376809866e+02
3.326866123489882625e+02 1.986504349363421795e+02
3.842062722503619057e+02 5.865908575574712813e+02
5.558174238751411167e+02 1.459828969056737265e+02
5.298502327537229348e+02 4.669042995583459401e+02
3.997435467589752989e+02 5.230828550961388146e+02
5.738769229965021168e+02 4.429828958905822560e+02
4.103800560977201712e+02 2.463868991213208233e+02
2.997310405710186387e+02 3.358252923472389853e+02
1.977916289784539288e+02 4.298928604388147505e+02
4.298482603077161457e+02 1.335119234428364905e+02
5.511021425554184816e+02 7.555232009937901694e+01
2.414974287565239024e+02 2.255197373803320033e+02
5.943085606125652021e+02 4.699988784754770563e+02
3.314939192694293979e+02 3.689991135201822203e+02
9.769561247086615197e+01 3.312212949288810364e+02
5.216635389411517281e+02 2.480168463772069458e+02
5.333206949174779083e+02 1.363504218813771374e+01
5.310474991632887622e+02 5.939818573816543221e+02
8.343824492535011927e+01 3.787371676110704755e+01
3.620343085447362341e+02 5.262202756322816413e+02
2.006640244561576196e+02 7.682318743635411806e+01
4.067533041108476937e+02 3.579031970571868726e+01
1.874319223743046336e+01 3.494014877114271371e+02
2.996310509174696222e+02 3.905252852583159324e+02
3.224123364853182352e+02 1.389528317527998524e+02
3.967400826465586761e+02 4.915185076743695447e+01
1.180961977352345400e+02 3.391718931888148632e+02
1.934697474242236410e+02 4.088084982841933197e+02
5.074083920251688937e+02 1.680800694429829605e+02
3.001496038391730394e+02 4.869528213626091997e+02
1.789912026020047904e+02 4.763688126011865052e+02
3.795189049905509364e+02 4.289991091398493381e+02
1.040957222085665137e+02 2.931511803450788989e+02
1.267155700726485534e+01 5.385866479599463901e+02
1.969387594534319419e+02 4.734953068452798561e+02
