1.000000000000000000e+02 1.000000000000000000e+02 0.000000000000000000e+00
9.941188049316406250e+01 9.999904632568359375e+01 3.241273807361721992e-03
9.882376861572265625e+01 9.999618530273437500e+01 6.482547614723443985e-03
9.823567199707031250e+01 9.999141693115234375e+01 9.723821654915809631e-03
9.764759063720703125e+01 9.998474884033203125e+01 1.296509522944688797e-02
9.705953216552734375e+01 9.997617340087890625e+01 1.620636880397796631e-02
9.647150421142578125e+01 9.996569061279296875e+01 1.944764330983161926e-02
9.588351440429687500e+01 9.995330047607421875e+01 2.268891781568527222e-02
9.529557037353515625e+01 9.993900299072265625e+01 2.593019232153892517e-02
9.470767211914062500e+01 9.992279815673828125e+01 2.917146682739257812e-02
9.411983489990234375e+01 9.990469360351562500e+01 3.241274133324623108e-02
9.353205871582031250e+01 9.988468170166015625e+01 3.565401583909988403e-02
9.294435119628906250e+01 9.986276245117187500e+01 3.889529034495353699e-02
9.235671234130859375e+01 9.983894348144531250e+01 4.213656485080718994e-02
9.176915740966796875e+01 9.981321716308593750e+01 4.537783935666084290e-02
9.118168640136718750e+01 9.978558349609375000e+01 4.861911386251449585e-02
9.059430694580078125e+01 9.975605010986328125e+01 5.186038836836814880e-02
9.000702667236328125e+01 9.972460937500000000e+01 5.510166287422180176e-02
8.941985321044921875e+01 9.969126892089843750e+01 5.834293738007545471e-02
8.883279418945312500e+01 9.965602111816406250e+01 6.158421188592910767e-02
8.824584960937500000e+01 9.961887359619140625e+01 6.482548266649246216e-02
8.765902709960937500e+01 9.957982635498046875e+01 6.806675344705581665e-02
8.707233428955078125e+01 9.953887176513671875e+01 7.130802422761917114e-02
8.648577880859375000e+01 9.949601745605468750e+01 7.454929500818252563e-02
8.589936828613281250e+01 9.945126342773437500e+01 7.779056578874588013e-02
8.531310272216796875e+01 9.940460968017578125e+01 8.103183656930923462e-02
8.472698974609375000e+01 9.935605621337890625e+01 8.427310734987258911e-02
8.414103698730468750e+01 9.930560302734375000e+01 8.751437813043594360e-02
8.355525207519531250e+01 9.925325012207031250e+01 9.075564891099929810e-02
8.296964263916015625e+01 9.919899749755859375e+01 9.399691969156265259e-02
8.238420867919921875e+01 9.914284515380859375e+01 9.723819047212600708e-02
8.179895782470703125e+01 9.908480072021484375e+01 1.004794612526893616e-01
8.121389770507812500e+01 9.902485656738281250e+01 1.037207320332527161e-01
8.062903594970703125e+01 9.896302032470703125e+01 1.069620028138160706e-01
8.004438018798828125e+01 9.889928436279296875e+01 1.102032735943794250e-01
7.945993804931640625e+01 9.883365631103515625e+01 1.134445443749427795e-01
7.887570953369140625e+01 9.876613616943359375e+01 1.166858151555061340e-01
7.829170227050781250e+01 9.869671630859375000e+01 1.199270859360694885e-01
7.770792388916015625e+01 9.862540435791015625e+01 1.231683567166328430e-01
7.712437438964843750e+01 9.855220031738281250e+01 1.264096349477767944e-01
7.654106903076171875e+01 9.847711181640625000e+01 1.296509057283401489e-01
7.595800781250000000e+01 9.840013122558593750e+01 1.328921765089035034e-01
7.537519836425781250e+01 9.832125854492187500e+01 1.361334472894668579e-01
7.479264831542968750e+01 9.824050140380859375e+01 1.393747180700302124e-01
7.421036529541015625e+01 9.815785217285156250e+01 1.426159888505935669e-01
7.362835693359375000e+01 9.807331848144531250e+01 1.458572596311569214e-01
7.304662322998046875e+01 9.798690032958984375e+01 1.490985304117202759e-01
7.246517181396484375e+01 9.789859771728515625e+01 1.523398011922836304e-01
7.188401031494140625e+01 9.780841064453125000e+01 1.555810719728469849e-01
7.130314636230468750e+01 9.771633911132812500e+01 1.588223427534103394e-01
7.072257995605468750e+01 9.762238311767578125e+01 1.620636135339736938e-01
7.014231872558593750e+01 9.752655029296875000e+01 1.653048843145370483e-01
6.956237792968750000e+01 9.742883300781250000e+01 1.685461550951004028e-01
6.898274993896484375e+01 9.732923889160156250e+01 1.717874258756637573e-01
6.840345001220703125e+01 9.722776794433593750e+01 1.750286966562271118e-01
6.782448577880859375e+01 9.712442016601562500e+01 1.782699674367904663e-01
6.724585723876953125e+01 9.701919555664062500e+01 1.815112382173538208e-01
6.666757202148437500e+01 9.691209411621093750e+01 1.847525089979171753e-01
6.608963775634765625e+01 9.680311584472656250e+01 1.879937797784805298e-01
6.551206207275390625e+01 9.669226837158203125e+01 1.912350505590438843e-01
6.493484497070312500e+01 9.657955169677734375e+01 1.944763213396072388e-01
6.435799407958984375e+01 9.646495819091796875e+01 1.977175921201705933e-01
6.378152084350585938e+01 9.634849548339843750e+01 2.009588629007339478e-01
6.320542907714843750e+01 9.623017120361328125e+01 2.042001336812973022e-01
6.262972259521484375e+01 9.610997772216796875e+01 2.074414044618606567e-01
6.205440902709960938e+01 9.598791503906250000e+01 2.106826752424240112e-01
6.147949600219726562e+01 9.586399078369140625e+01 2.139239460229873657e-01
6.090498733520507812e+01 9.573820495605468750e+01 2.171652168035507202e-01
6.033088684082031250e+01 9.561055755615234375e+01 2.204064875841140747e-01
5.975720596313476562e+01 9.548104858398437500e+01 2.236477583646774292e-01
5.918394470214843750e+01 9.534967803955078125e+01 2.268890291452407837e-01
5.861111450195312500e+01 9.521645355224609375e+01 2.301302999258041382e-01
5.803871917724609375e+01 9.508137512207031250e+01 2.333715707063674927e-01
5.746676254272460938e+01 9.494444274902343750e+01 2.366128414869308472e-01
5.689525222778320312e+01 9.480565643310546875e+01 2.398541122674942017e-01
5.632419586181640625e+01 9.466501617431640625e+01 2.430953830480575562e-01
5.575359725952148438e+01 9.452252960205078125e+01 2.463366538286209106e-01
5.518346405029296875e+01 9.437818908691406250e+01 2.495779246091842651e-01
5.461380386352539062e+01 9.423200225830078125e+01 2.528192102909088135e-01
5.404462051391601562e+01 9.408396911621093750e+01 2.560604810714721680e-01
5.347591781616210938e+01 9.393409729003906250e+01 2.593017518520355225e-01
5.290770339965820312e+01 9.378237915039062500e+01 2.625430226325988770e-01
5.233998489379882812e+01 9.362882232666015625e+01 2.657842934131622314e-01
5.177276611328125000e+01 9.347342681884765625e+01 2.690255641937255859e-01
5.120605468750000000e+01 9.331619262695312500e+01 2.722668349742889404e-01
5.063985824584960938e+01 9.315711975097656250e+01 2.755081057548522949e-01
5.007418060302734375e+01 9.299621582031250000e+01 2.787493765354156494e-01
4.950902557373046875e+01 9.283347320556640625e+01 2.819906473159790039e-01
4.894440078735351562e+01 9.266889953613281250e+01 2.852319180965423584e-01
4.838031387329101562e+01 9.250250244140625000e+01 2.884731888771057129e-01
4.781676864624023438e+01 9.233427429199218750e+01 2.917144596576690674e-01
4.725377273559570312e+01 9.216422271728515625e+01 2.949557304382324219e-01
4.669132995605468750e+01 9.199234771728515625e+01 2.981970012187957764e-01
